学习能力问题,理解能力差,1
学习能力问题,学习能力差,1
学习能力问题,学习障碍,1
学习能力问题,记忆力差,1
学习能力问题,记不住东西,1
学习能力问题,忘性大,1
学习能力问题,记得慢,1
学习能力问题,阅读障碍,1
学习能力问题,听写障碍,1
学习能力问题,智力低下,1
学习能力问题,上课听不懂,1
学习能力问题,补课效果不好,1
学习能力问题,无法理解,1
学习能力问题,不能理解,1
学习能力问题,学习有障碍,1
学习能力问题,理解有难度,1
学习能力问题,很难理解,1
学习能力问题,总是理解不了,1
学习能力问题,总是学不会,1
学习能力问题,理解能力差,1
学习能力问题,智商不高,1
学习能力问题,听不懂课,1
学习能力问题,理解不了上课内容,1
学习能力问题,看不懂题目,1
学习能力问题,学习方法问题,0
学习能力问题,学习很努力但是成绩不提高,0
学习能力问题,不读英语,0
学习能力问题,不会整理,0
学习能力问题,学习没有计划,0
学习能力问题,学习方法不当,0
学习能力问题,严重偏科,0
学习能力问题,抓不住重点,0
学习能力问题,学习习惯差,0
学习能力问题,边学习边玩,0
学习能力问题,钻牛角尖,0
学习能力问题,没有学习计划,0
学习能力问题,不会规划学习时间,0
学习能力问题,学习效率低,0
学习能力问题,不会管理学习时间,0
学习能力问题,没有掌握学习方法,0
学习能力问题,不开窍,0
学习能力问题,方法不当,0
学习能力问题,没有掌握学习技巧,0
学习能力问题,死记硬背,0
学习能力问题,学习态度问题,0
学习能力问题,不想上学,0
学习能力问题,想退学,0
学习能力问题,不想上课,0
学习能力问题,不爱学习,0
学习能力问题,厌学,0
学习能力问题,没有兴趣,0
学习能力问题,无兴趣,0
学习能力问题,缺乏兴趣,0
学习能力问题,态度不端正,0
学习能力问题,不完成作业,0
学习能力问题,不按时交作业,0
学习能力问题,不交作业,0
学习能力问题,不做课后作业,0
学习能力问题,拖拉作业,0
学习能力问题,潦草,0
学习能力问题,乱写乱画,0
学习能力问题,不认真,0
学习能力问题,上课不带课本,0
学习能力问题,抄袭作业,0
学习能力问题,不背书,0
学习能力问题,抄作业,0
学习能力问题,忘带作业,0
学习能力问题,忘交作业,0
学习能力问题,上课不回答问题,0
学习能力问题,对成绩无所谓,0
学习能力问题,对学习无所谓,0
学习能力问题,放任自流,0
学习能力问题,不想学习,0
学习能力问题,讨厌学习,0
学习能力问题,没有学习兴趣,0
学习能力问题,不写作业,0
学习能力问题,作业马虎,0
学习能力问题,随意完成作业,0
学习能力问题,上课似听非听,0
学习能力问题,作业爱做不做,0
学习能力问题,上课一个字也听不进去,0
学习能力问题,交白卷,0
学习能力问题,不参加考试,0
学习能力问题,注意力问题,0
学习能力问题,注意力不集中,0
学习能力问题,不集中,0
学习能力问题,注意力保持时间短,0
学习能力问题,分心,0
学习能力问题,犯粗心错误,0
学习能力问题,马虎,0
学习能力问题,多动,0
学习能力问题,出神,0
学习能力问题,写错别字,0
学习能力问题,注意力,0
学习能力问题,无法专注做事,0
学习能力问题,走神,0
学习能力问题,发呆,0
学习能力问题,开小差,0
学习能力问题,注意力分散,0
学习能力问题,注意力不持久,0
理解能力差,学习能力问题,1
理解能力差,学习能力差,1
理解能力差,学习障碍,1
理解能力差,记忆力差,1
理解能力差,记不住东西,1
理解能力差,忘性大,1
理解能力差,记得慢,1
理解能力差,阅读障碍,1
理解能力差,听写障碍,1
理解能力差,智力低下,1
理解能力差,上课听不懂,1
理解能力差,补课效果不好,1
理解能力差,无法理解,1
理解能力差,不能理解,1
理解能力差,学习有障碍,1
理解能力差,理解有难度,1
理解能力差,很难理解,1
理解能力差,总是理解不了,1
理解能力差,总是学不会,1
理解能力差,智商不高,1
理解能力差,听不懂课,1
理解能力差,理解不了上课内容,1
理解能力差,看不懂题目,1
理解能力差,学习方法问题,0
理解能力差,学习很努力但是成绩不提高,0
理解能力差,不读英语,0
理解能力差,不会整理,0
理解能力差,学习没有计划,0
理解能力差,学习方法不当,0
理解能力差,严重偏科,0
理解能力差,抓不住重点,0
理解能力差,学习习惯差,0
理解能力差,边学习边玩,0
理解能力差,钻牛角尖,0
理解能力差,没有学习计划,0
理解能力差,不会规划学习时间,0
理解能力差,学习效率低,0
理解能力差,不会管理学习时间,0
理解能力差,没有掌握学习方法,0
理解能力差,不开窍,0
理解能力差,方法不当,0
理解能力差,没有掌握学习技巧,0
理解能力差,死记硬背,0
理解能力差,学习态度问题,0
理解能力差,不想上学,0
理解能力差,想退学,0
理解能力差,不想上课,0
理解能力差,不爱学习,0
理解能力差,厌学,0
理解能力差,没有兴趣,0
理解能力差,无兴趣,0
理解能力差,缺乏兴趣,0
理解能力差,态度不端正,0
理解能力差,不完成作业,0
理解能力差,不按时交作业,0
理解能力差,不交作业,0
理解能力差,不做课后作业,0
理解能力差,拖拉作业,0
理解能力差,潦草,0
理解能力差,乱写乱画,0
理解能力差,不认真,0
理解能力差,上课不带课本,0
理解能力差,抄袭作业,0
理解能力差,不背书,0
理解能力差,抄作业,0
理解能力差,忘带作业,0
理解能力差,忘交作业,0
理解能力差,上课不回答问题,0
理解能力差,对成绩无所谓,0
理解能力差,对学习无所谓,0
理解能力差,放任自流,0
理解能力差,不想学习,0
理解能力差,讨厌学习,0
理解能力差,没有学习兴趣,0
理解能力差,不写作业,0
理解能力差,作业马虎,0
理解能力差,随意完成作业,0
理解能力差,上课似听非听,0
理解能力差,作业爱做不做,0
理解能力差,上课一个字也听不进去,0
理解能力差,交白卷,0
理解能力差,不参加考试,0
理解能力差,注意力问题,0
理解能力差,注意力不集中,0
理解能力差,不集中,0
理解能力差,注意力保持时间短,0
理解能力差,分心,0
理解能力差,犯粗心错误,0
理解能力差,马虎,0
理解能力差,多动,0
理解能力差,出神,0
理解能力差,写错别字,0
理解能力差,注意力,0
理解能力差,无法专注做事,0
理解能力差,走神,0
理解能力差,发呆,0
理解能力差,开小差,0
理解能力差,注意力分散,0
理解能力差,注意力不持久,0
学习能力差,学习能力问题,1
学习能力差,理解能力差,1
学习能力差,学习障碍,1
学习能力差,记忆力差,1
学习能力差,记不住东西,1
学习能力差,忘性大,1
学习能力差,记得慢,1
学习能力差,阅读障碍,1
学习能力差,听写障碍,1
学习能力差,智力低下,1
学习能力差,上课听不懂,1
学习能力差,补课效果不好,1
学习能力差,无法理解,1
学习能力差,不能理解,1
学习能力差,学习有障碍,1
学习能力差,理解有难度,1
学习能力差,很难理解,1
学习能力差,总是理解不了,1
学习能力差,总是学不会,1
学习能力差,理解能力差,1
学习能力差,智商不高,1
学习能力差,听不懂课,1
学习能力差,理解不了上课内容,1
学习能力差,看不懂题目,1
学习能力差,学习方法问题,0
学习能力差,学习很努力但是成绩不提高,0
学习能力差,不读英语,0
学习能力差,不会整理,0
学习能力差,学习没有计划,0
学习能力差,学习方法不当,0
学习能力差,严重偏科,0
学习能力差,抓不住重点,0
学习能力差,学习习惯差,0
学习能力差,边学习边玩,0
学习能力差,钻牛角尖,0
学习能力差,没有学习计划,0
学习能力差,不会规划学习时间,0
学习能力差,学习效率低,0
学习能力差,不会管理学习时间,0
学习能力差,没有掌握学习方法,0
学习能力差,不开窍,0
学习能力差,方法不当,0
学习能力差,没有掌握学习技巧,0
学习能力差,死记硬背,0
学习能力差,学习态度问题,0
学习能力差,不想上学,0
学习能力差,想退学,0
学习能力差,不想上课,0
学习能力差,不爱学习,0
学习能力差,厌学,0
学习能力差,没有兴趣,0
学习能力差,无兴趣,0
学习能力差,缺乏兴趣,0
学习能力差,态度不端正,0
学习能力差,不完成作业,0
学习能力差,不按时交作业,0
学习能力差,不交作业,0
学习能力差,不做课后作业,0
学习能力差,拖拉作业,0
学习能力差,潦草,0
学习能力差,乱写乱画,0
学习能力差,不认真,0
学习能力差,上课不带课本,0
学习能力差,抄袭作业,0
学习能力差,不背书,0
学习能力差,抄作业,0
学习能力差,忘带作业,0
学习能力差,忘交作业,0
学习能力差,上课不回答问题,0
学习能力差,对成绩无所谓,0
学习能力差,对学习无所谓,0
学习能力差,放任自流,0
学习能力差,不想学习,0
学习能力差,讨厌学习,0
学习能力差,没有学习兴趣,0
