身体攻击行为,打,1
身体攻击行为,伤人,1
身体攻击行为,打架,1
身体攻击行为,斗殴,1
身体攻击行为,暴力,1
身体攻击行为,好斗,1
身体攻击行为,踢打,1
身体攻击行为,伤害,1
身体攻击行为,踹,1
身体攻击行为,蹬,1
身体攻击行为,挠,1
身体攻击行为,拿东西怼,1
身体攻击行为,拿东西砸,1
身体攻击行为,掐,1
身体攻击行为,扎,1
身体攻击行为,推,1
身体攻击行为,骚扰,1
身体攻击行为,欺负,1
身体攻击行为,攻击,1
身体攻击行为,霸道,1
身体攻击行为,朝别人吐口水,1
身体攻击行为,朝同学泼开水,1
身体攻击行为,用粉笔头丢同学,1
身体攻击行为,破坏同学东西,1
身体攻击行为,撞同学,1
身体攻击行为,向同学扔东西,1
身体攻击行为,扇耳光,1
身体攻击行为,划伤,1
身体攻击行为,身体冲撞,1
身体攻击行为,殴打,1
身体攻击行为,打群架,1
身体攻击行为,推搡同学,1
身体攻击行为,言语攻击行为,0
身体攻击行为,嘲笑,0
身体攻击行为,骂人,0
身体攻击行为,言语威胁,0
身体攻击行为,吓唬,0
身体攻击行为,吵架,0
身体攻击行为,言语冲撞,0
身体攻击行为,顶撞,0
身体攻击行为,吼同学,0
身体攻击行为,言语恐吓,0
身体攻击行为,言语挑衅,0
身体攻击行为,揭短,0
身体攻击行为,言语凌辱,0
身体攻击行为,顶嘴,0
身体攻击行为,责骂,0
身体攻击行为,取笑,0
身体攻击行为,说脏话,0
身体攻击行为,抬杠,0
身体攻击行为,与父母大吵大闹,0
身体攻击行为,辱骂,0
身体攻击行为,起外号,0
身体攻击行为,嘲讽,0
身体攻击行为,关系攻击行为,0
身体攻击行为,诽谤,0
身体攻击行为,挑衅老师,0
身体攻击行为,敌视,0
身体攻击行为,漠视,0
身体攻击行为,回避,0
身体攻击行为,敌意,0
身体攻击行为,与老师对着干,0
身体攻击行为,摆脸色,0
身体攻击行为,故意不搭理,0
身体攻击行为,不听话,0
身体攻击行为,诋毁,0
身体攻击行为,对着干,0
身体攻击行为,说别人坏话,0
身体攻击行为,捉弄同学,0
身体攻击行为,说坏话,0
身体攻击行为,污蔑,0
身体攻击行为,讽刺,0
身体攻击行为,诋毁,0
身体攻击行为,挑拔,0
身体攻击行为,离间,0
身体攻击行为,孤立同学,0
身体攻击行为,学习能力问题,0
身体攻击行为,理解能力差,0
身体攻击行为,学习能力差,0
身体攻击行为,学习障碍,0
身体攻击行为,记忆力差,0
身体攻击行为,记不住东西,0
身体攻击行为,忘性大,0
身体攻击行为,记得慢,0
身体攻击行为,阅读障碍,0
身体攻击行为,听写障碍,0
身体攻击行为,智力低下,0
身体攻击行为,上课听不懂,0
身体攻击行为,补课效果不好,0
身体攻击行为,无法理解,0
身体攻击行为,不能理解,0
身体攻击行为,学习有障碍,0
身体攻击行为,理解有难度,0
身体攻击行为,很难理解,0
身体攻击行为,总是理解不了,0
身体攻击行为,总是学不会,0
身体攻击行为,理解能力差,0
身体攻击行为,智商不高,0
身体攻击行为,听不懂课,0
身体攻击行为,理解不了上课内容,0
身体攻击行为,看不懂题目,0
打,身体攻击行为,1
打,伤人,1
打,打架,1
打,斗殴,1
打,暴力,1
打,好斗,1
打,踢打,1
打,伤害,1
打,踹,1
打,蹬,1
打,挠,1
打,拿东西怼,1
打,拿东西砸,1
打,掐,1
打,扎,1
打,推,1
打,骚扰,1
打,欺负,1
打,攻击,1
打,霸道,1
打,朝别人吐口水,1
打,朝同学泼开水,1
打,用粉笔头丢同学,1
打,破坏同学东西,1
打,撞同学,1
打,向同学扔东西,1
打,扇耳光,1
打,划伤,1
打,身体冲撞,1
打,殴打,1
打,打群架,1
打,推搡同学,1
打,言语攻击行为,0
打,嘲笑,0
打,骂人,0
打,言语威胁,0
打,吓唬,0
打,吵架,0
打,言语冲撞,0
打,顶撞,0
打,吼同学,0
打,言语恐吓,0
打,言语挑衅,0
打,揭短,0
打,言语凌辱,0
打,顶嘴,0
打,责骂,0
打,取笑,0
打,说脏话,0
打,抬杠,0
打,与父母大吵大闹,0
打,辱骂,0
打,起外号,0
打,嘲讽,0
打,关系攻击行为,0
打,诽谤,0
打,挑衅老师,0
打,敌视,0
打,漠视,0
打,回避,0
打,敌意,0
打,与老师对着干,0
打,摆脸色,0
打,故意不搭理,0
打,不听话,0
打,诋毁,0
打,对着干,0
打,说别人坏话,0
打,捉弄同学,0
打,说坏话,0
打,污蔑,0
打,讽刺,0
打,诋毁,0
打,挑拔,0
打,离间,0
打,孤立同学,0
打,学习能力问题,0
打,理解能力差,0
打,学习能力差,0
打,学习障碍,0
打,记忆力差,0
打,记不住东西,0
打,忘性大,0
打,记得慢,0
打,阅读障碍,0
打,听写障碍,0
打,智力低下,0
打,上课听不懂,0
打,补课效果不好,0
打,无法理解,0
打,不能理解,0
打,学习有障碍,0
打,理解有难度,0
打,很难理解,0
打,总是理解不了,0
打,总是学不会,0
打,理解能力差,0
打,智商不高,0
打,听不懂课,0
打,理解不了上课内容,0
打,看不懂题目,0
伤人,身体攻击行为,1
伤人,打,1
伤人,打架,1
伤人,斗殴,1
伤人,暴力,1
伤人,好斗,1
伤人,踢打,1
伤人,伤害,1
伤人,踹,1
伤人,蹬,1
伤人,挠,1
